id,user_name,call_1,call_2,call_3,call_4,memo
24475,user24475,09013602692,09069044596,09028249654,09001742297,memo24475
24619,user24619,09099279235,09052619514,09096480118,09075730959,memo24619
24669,user24669,09080038106,09007736792,09042699867,09008204978,memo24669
24671,user24671,09098527855,09047495988,09000705317,09083021695,memo24671
24713,user24713,09086884469,09095120469,09018022464,09055354918,memo24713
24715,user24715,09045188224,09025698533,09096482075,09011798471,memo24715
24740,user24740,09037546492,09068662478,09099457439,09008905060,memo24740
24751,user24751,09056910854,09095906683,09001461114,09039272418,memo24751
24797,user24797,09052222453,09024008650,09072621465,09075201985,memo24797
24810,user24810,09008502737,09053117054,09007820819,09088368886,memo24810
24839,user24839,09040890229,09019805207,09098634048,09086664838,memo24839
24846,user24846,09082560588,09060183991,09082950369,09077859310,memo24846
24905,user24905,09081265905,09058957927,09042739750,09030040869,memo24905
24953,user24953,09084966721,09050003741,09096279986,09002963093,memo24953
25001,user25001,09086367671,09077407546,09079607171,09075667278,memo25001
25012,user25012,09045677703,09038057291,09030267235,09055972432,memo25012
25081,user25081,09056072940,09093728754,09058024782,09073967924,memo25081
25088,user25088,09006489005,09041280207,09065968262,09057974112,memo25088
25093,user25093,09008650510,09095005007,09055051325,09001866533,memo25093
25178,user25178,09025896420,09046593159,09018809236,09065912588,memo25178
25416,user25416,09086884850,09077764423,09022828106,09002581479,memo25416
25572,user25572,09025698533,09015103239,09011256152,09011403761,memo25572
25573,user25573,09073296959,09096890734,09080712464,09092283291,memo25573
25583,user25583,09076967148,09012451682,09018263046,09006080476,memo25583
25601,user25601,09065196464,09012566784,09071060976,09026898236,memo25601
25772,user25772,09072176011,09084268398,09097524562,09041149570,memo25772
25822,user25822,09075035512,09010699176,09061754109,09091148938,memo25822
25954,user25954,09018180894,09094083123,09087920915,09011985429,memo25954
26014,user26014,09019610457,09017253227,09034911206,09013428687,memo26014
26039,user26039,09051895679,09071997530,09044824527,09011974628,memo26039
26109,user26109,09080651125,09098571031,09019553744,09014044243,memo26109
26296,user26296,09053802703,09027729607,09000466079,09022747026,memo26296
26297,user26297,09035774879,09036086455,09042557288,09095758173,memo26297
26387,user26387,09072597257,09077361696,09019002068,09049892285,memo26387
26405,user26405,09017726398,09097957362,09068267330,09086985942,memo26405
26413,user26413,09057086307,09047889769,09081710127,09090699443,memo26413
26423,user26423,09013046349,09044941390,09037389434,09079923075,memo26423
26511,user26511,09049275974,09019898989,09064060341,09090367637,memo26511
26520,user26520,09013223192,09071749541,09015754346,09060996873,memo26520
26566,user26566,09088944255,09018972031,09012381895,09061522715,memo26566
26889,user26889,09051753351,09011409243,09065797419,09057047465,memo26889
26890,user26890,09057198855,09043231852,09072810175,09025648777,memo26890
27038,user27038,09045930644,09024449016,09066703781,09039387894,memo27038
27051,user27051,09023668729,09088757770,09017585625,09079887310,memo27051
27159,user27159,09032842213,09093573806,09064921627,09093968121,memo27159
27220,user27220,09078998179,09023060614,09001360492,09058428960,memo27220
27271,user27271,09033970594,09016089032,09066359219,09007290460,memo27271
27291,user27291,09072822161,09039322120,09020274143,09098912650,memo27291
27345,user27345,09034143092,09013453120,09091645231,09065401677,memo27345
27502,user27502,09038788345,09093211853,09004900939,09030598180,memo27502
27719,user27719,09084268398,09000505227,09018447436,09005258854,memo27719
27815,user27815,09092300330,09066155338,09064676859,09054834594,memo27815
27845,user27845,09053310855,09011950872,09036617039,09096167689,memo27845
27892,user27892,09067688019,09071742129,09001113647,09020791498,memo27892
28040,user28040,09083642016,09089727518,09090514203,09065436988,memo28040
28097,user28097,09085528375,09062712928,09024266992,09072446659,memo28097
28142,user28142,09017241693,09072766060,09073508398,09004426705,memo28142
28225,user28225,09035384294,09033340710,09098884037,09068641890,memo28225
28226,user28226,09002672515,09053527584,09069975767,09065337743,memo28226
28411,user28411,09093264101,09043113059,09089359100,09086968508,memo28411
28449,user28449,09071278317,09060095133,09036571605,09048847318,memo28449
28468,user28468,09093324450,09052525021,09076213781,09099756902,memo28468
28471,user28471,09089624112,09070530795,09036715215,09080216744,memo28471
28566,user28566,09043721602,09096766316,09085154101,09009371509,memo28566
28702,user28702,09053935730,09052050373,09011865556,09085186007,memo28702
28753,user28753,09035029119,09064236108,09058065253,09019750021,memo28753
28831,user28831,09069699134,09039316443,09039851205,09073388279,memo28831
28900,user28900,09061374261,09048641157,09027877157,09081998539,memo28900
28988,user28988,09019840553,09076949972,09071792346,09079518706,memo28988
29090,user29090,09047312016,09005924270,09039561026,09088355346,memo29090
29148,user29148,09046113721,09040798238,09083648306,09061537703,memo29148
29152,user29152,09097732236,09071861520,09085588449,09066215312,memo29152
29394,user29394,09079381023,09078450196,09003390902,09018411127,memo29394
29580,user29580,09080243479,09027692551,09038865643,09086685691,memo29580
29601,user29601,09065517527,09074661568,09057774282,09075558714,memo29601
29638,user29638,09013926690,09019961962,09095428955,09003231754,memo29638
29639,user29639,09023570936,09051235619,09002127729,09008361668,memo29639
29678,user29678,09097897009,09056831028,09053285095,09080932686,memo29678
29682,user29682,09019783627,09000105047,09055838403,09007840624,memo29682
29705,user29705,09038521751,09019294050,09092798843,09006399519,memo29705
29759,user29759,09003046491,09059347000,09036579965,09030203041,memo29759
29834,user29834,09030305853,09033340710,09071241028,09063374929,memo29834
29857,user29857,09044023685,09015409901,09072516398,09054351123,memo29857
29927,user29927,09059608778,09048595956,09054621582,09084411115,memo29927
30174,user30174,09049230957,09083079957,09073551156,09093529730,memo30174
30218,user30218,09012787364,09095780933,09085517983,09076648284,memo30218
30233,user30233,09003548819,09007112413,09055186596,09072784507,memo30233
30284,user30284,09086337990,09035042593,09088136831,09092004850,memo30284
30299,user30299,09005031053,09086951073,09061758690,09020179137,memo30299
30333,user30333,09076028300,09034160946,09083078603,09026349524,memo30333
30473,user30473,09099724226,09031800843,09006489005,09080128010,memo30473
30520,user30520,09004272488,09066473887,09000295752,09083070429,memo30520
30564,user30564,09029663305,09007694710,09074554984,09090143341,memo30564
30753,user30753,09020142105,09067578791,09040558307,09020491394,memo30753
30763,user30763,09028292961,09001372229,09032261771,09078913793,memo30763
30799,user30799,09038958311,09024080991,09090143410,09071792346,memo30799
30878,user30878,09090791178,09078926244,09050240973,09009349609,memo30878
30931,user30931,09013114819,09065454244,09064711930,09091683604,memo30931
31143,user31143,09099754695,09043947577,09057559329,09034745896,memo31143
31250,user31250,09095293237,09014265331,09098614118,09097936028,memo31250
31361,user31361,09038631399,09064349478,09073753235,09007182362,memo31361
31382,user31382,09089191348,09001945841,09012881862,09060083260,memo31382
31389,user31389,09031907380,09085775658,09085493385,09098286422,memo31389
31451,user31451,09002448007,09019559378,09084615777,09001558864,memo31451
31468,user31468,09027255483,09099409301,09012879011,09008832020,memo31468
31643,user31643,09096759896,09054055248,09087485230,09088769560,memo31643
31701,user31701,09050124401,09084470152,09095431671,09051249988,memo31701
31779,user31779,09001639239,09087530053,09022429864,09019806402,memo31779
31812,user31812,09009643647,09064573693,09097145412,09098007628,memo31812
31847,user31847,09013327916,09063876318,09063685843,09079020687,memo31847
31878,user31878,09048397908,09087511497,09099573364,09053085125,memo31878
31879,user31879,09098949538,09039127860,09040786936,09093096429,memo31879
31914,user31914,09001749271,09069543731,09006252865,09051747096,memo31914
31957,user31957,09081958364,09093405869,09011007639,09054227419,memo31957
31986,user31986,09068034295,09059230057,09030437332,09049005520,memo31986
32006,user32006,09078440627,09067477428,09092706768,09032118876,memo32006
32158,user32158,09002747134,09060621472,09028897819,09092275464,memo32158
32167,user32167,09085230961,09021545542,09017128864,09006489489,memo32167
32181,user32181,09057111650,09037911473,09000353876,09081008466,memo32181
32203,user32203,09012945596,09015894595,09020617792,09020042927,memo32203
32238,user32238,09067655311,09070103432,09095925771,09062082827,memo32238
32358,user32358,09027367981,09094682642,09005349555,09017711906,memo32358
32443,user32443,09043042986,09031411579,09002463786,09020371271,memo32443
32522,user32522,09041531251,09085109880,09057900770,09085849871,memo32522
32625,user32625,09004591149,09071022674,09047965617,09095917215,memo32625
33035,user33035,09041373585,09013432825,09020876768,09094217068,memo33035
33120,user33120,09085692572,09093340492,09041231287,09028971368,memo33120
33213,user33213,09056736291,09076752720,09079712130,09039213815,memo33213
33287,user33287,09039757985,09021920896,09068853523,09082649048,memo33287
33332,user33332,09087367808,09069550245,09024186375,09079232643,memo33332
33354,user33354,09064118038,09015231969,09072504329,09035544839,memo33354
33356,user33356,09008440445,09066717315,09087465475,09083958943,memo33356
33457,user33457,09053690503,09055481928,09099243246,09098968843,memo33457
33626,user33626,09078462320,09053084727,09021573115,09000011939,memo33626
33704,user33704,09052053549,09040644388,09091550716,09028340861,memo33704
33777,user33777,09087324523,09028277970,09064107085,09021389683,memo33777
33820,user33820,09015764136,09052846607,09091264031,09003455416,memo33820
33833,user33833,09090760697,09098985537,09086652019,09064166711,memo33833
33849,user33849,09017102017,09021743373,09011316458,09072766930,memo33849
33924,user33924,09043028740,09050840100,09072131447,09080579002,memo33924
34015,user34015,09004077052,09018334131,09016127038,09091479115,memo34015
34018,user34018,09012000774,09063163930,09044330793,09030963062,memo34018
34026,user34026,09035001890,09046778363,09060560757,09084492762,memo34026
34167,user34167,09068060130,09081309333,09086434655,09031643489,memo34167
34236,user34236,09043141819,09055305076,09050152447,09027623712,memo34236
34344,user34344,09006563287,09010661622,09055969494,09046675948,memo34344
34360,user34360,09060047193,09034383339,09049615187,09039122113,memo34360
34390,user34390,09031456072,09012888395,09024796669,09001203958,memo34390
34454,user34454,09030160886,09075190259,09035575234,09000226835,memo34454
34480,user34480,09009436331,09071918077,09055179662,09091791547,memo34480
34544,user34544,09086682461,09075446800,09064652439,09072625061,memo34544
34599,user34599,09064166241,09085783477,09065270187,09024930486,memo34599
34632,user34632,09046471205,09093504705,09061589329,09040278625,memo34632
34634,user34634,09086012463,09006422400,09017963797,09007094423,memo34634
34775,user34775,09078507470,09091963054,09047128577,09054834594,memo34775
34791,user34791,09049420391,09095533655,09034892288,09045377762,memo34791
34818,user34818,09081634150,09001180179,09070235590,09028465038,memo34818
34870,user34870,09036500334,09079589555,09089515415,09007245643,memo34870
35284,user35284,09074075741,09091476364,09017801458,09036753373,memo35284
35317,user35317,09063553733,09064748998,09049175294,09069080887,memo35317
35428,user35428,09090153310,09027984019,09044839968,09058744711,memo35428
35443,user35443,09007694710,09058087066,09095829245,09006527597,memo35443
35468,user35468,09071835808,09014364251,09061522715,09044049632,memo35468
35682,user35682,09046266134,09016051420,09069479437,09093480309,memo35682
35844,user35844,09061367957,09079105055,09014307061,09091592650,memo35844
35972,user35972,09068747154,09029488847,09016126751,09036087714,memo35972
35995,user35995,09040758790,09099837838,09004485134,09010813034,memo35995
36106,user36106,09077859310,09065776426,09029779056,09099289373,memo36106
36131,user36131,09026364032,09083991042,09046610266,09029402102,memo36131
36143,user36143,09054243354,09043733615,09042152758,09021865241,memo36143
36145,user36145,09087959061,09076056519,09096867524,09050528059,memo36145
36181,user36181,09031411579,09015344252,09046765719,09054581095,memo36181
36228,user36228,09088876290,09007844197,09060560757,09071785749,memo36228
36356,user36356,09001536363,09035472629,09027817921,09044283146,memo36356
36502,user36502,09058679320,09055125774,09078057684,09058115802,memo36502
36506,user36506,09063592931,09020027870,09087880897,09086771431,memo36506
36520,user36520,09035698130,09068357738,09018051773,09008218614,memo36520
36537,user36537,09073673707,09069035963,09027889675,09024610795,memo36537
36576,user36576,09096379978,09044587136,09056872961,09084267645,memo36576
36692,user36692,09026586607,09081923854,09053497148,09076811848,memo36692
36699,user36699,09053481379,09098634048,09003945759,09034281151,memo36699
36771,user36771,09064813531,09053201582,09004292073,09083349256,memo36771
36774,user36774,09002126493,09016102289,09095925919,09027272011,memo36774
36850,user36850,09061245428,09011650068,09095763522,09078926244,memo36850
36918,user36918,09002580451,09086514254,09074420362,09053957615,memo36918
36969,user36969,09048649485,09055640218,09079796858,09087598917,memo36969
37049,user37049,09008495947,09028128811,09073882550,09095159167,memo37049
37095,user37095,09076652066,09072404669,09062036537,09060225107,memo37095
37119,user37119,09016559347,09031076056,09016995813,09029669777,memo37119
37407,user37407,09064568638,09001574073,09024064446,09069252035,memo37407
37510,user37510,09042112771,09018250281,09024228022,09088878047,memo37510
37596,user37596,09083072192,09058236439,09096408802,09092347734,memo37596
37641,user37641,09052315122,09032400694,09081610665,09006957607,memo37641
37646,user37646,09090647022,09058650387,09069699134,09087233968,memo37646
37710,user37710,09065401677,09046563331,09015616355,09041601376,memo37710
37720,user37720,09044155878,09029499206,09028441396,09002647492,memo37720
37805,user37805,09023088657,09000492579,09077785733,09065395520,memo37805
37842,user37842,09081923854,09030489768,09083502201,09024263084,memo37842
37871,user37871,09074879947,09037139908,09020145892,09036497516,memo37871
37938,user37938,09046138769,09002972057,09078184836,09069389247,memo37938
37944,user37944,09099921067,09025449099,09025333317,09078651109,memo37944
37985,user37985,09016816547,09088592940,09094527340,09093751295,memo37985
38089,user38089,09063807079,09028286566,09022142169,09090971370,memo38089
38136,user38136,09070804584,09060966005,09018396043,09067595519,memo38136
38146,user38146,09030207273,09058736059,09022025204,09069880656,memo38146
38253,user38253,09008293487,09034634349,09066605278,09082274958,memo38253
38380,user38380,09070169279,09097063848,09045386549,09015286043,memo38380
38503,user38503,09012756686,09049284739,09019842752,09029659271,memo38503
38539,user38539,09026291817,09049172492,09007007778,09092792936,memo38539
38656,user38656,09099754695,09009876542,09003377982,09098656703,memo38656
38971,user38971,09036579056,09002032636,09016588424,09079242594,memo38971
39035,user39035,09056082636,09077862337,09079065995,09094132776,memo39035
39050,user39050,09039457474,09084042019,09023405783,09045714964,memo39050
39150,user39150,09016427259,09005179646,09001601621,09007420723,memo39150
39184,user39184,09072145990,09064009169,09025358387,09054991405,memo39184
39193,user39193,09082799153,09073660913,09043231852,09074525001,memo39193
39230,user39230,09064469942,09048595956,09073423551,09044909108,memo39230
39319,user39319,09066207273,09017556831,09024498050,09061983766,memo39319
39323,user39323,09040654501,09039545830,09007631186,09020296046,memo39323
39346,user39346,09095794662,09091788377,09088656236,09030186875,memo39346
39906,user39906,09055848421,09068370137,09073545130,09087042303,memo39906
39975,user39975,09047374073,09068576944,09091318457,09028185176,memo39975
40209,user40209,09098331362,09045156221,09096172519,09090435152,memo40209
40210,user40210,09078656946,09001372229,09040207449,09097962567,memo40210
40396,user40396,09000631947,09096901420,09079840166,09043115489,memo40396
40401,user40401,09091724953,09007991366,09031420004,09064166711,memo40401
40630,user40630,09044774766,09098846081,09005452521,09044021457,memo40630
40721,user40721,09048668350,09030433130,09009384829,09087036276,memo40721
40846,user40846,09088376624,09017429815,09086949933,09091970802,memo40846
40889,user40889,09046500231,09096172519,09093845529,09065356593,memo40889
40901,user40901,09036657508,09014904469,09068307709,09024192871,memo40901
40903,user40903,09003815411,09025895518,09033174293,09013246524,memo40903
40949,user40949,09030362316,09097518703,09038154178,09046167907,memo40949
41055,user41055,09088051734,09005142039,09016916703,09062553996,memo41055
41185,user41185,09040272257,09080828565,09073713991,09092235659,memo41185
41296,user41296,09093529730,09020452319,09035683986,09033438214,memo41296
41370,user41370,09000230394,09046877128,09093037517,09066099920,memo41370
41472,user41472,09020557952,09067502769,09009422519,09038251621,memo41472
41619,user41619,09049729913,09087857702,09079381023,09043135377,memo41619
41966,user41966,09068517369,09049383362,09072500849,09002747134,memo41966
41969,user41969,09001467106,09085647977,09018204691,09042134998,memo41969
41990,user41990,09051642311,09044774766,09005164557,09051918226,memo41990
41991,user41991,09077692861,09050632647,09096541949,09063903523,memo41991
42061,user42061,09031307738,09036527716,09006882059,09087880897,memo42061
42078,user42078,09053103682,09018816317,09077306849,09097035588,memo42078
42162,user42162,09053882697,09074550280,09087530053,09097448049,memo42162
42168,user42168,09010631454,09083296747,09050988285,09021191208,memo42168
42198,user42198,09078728217,09005265969,09053029135,09033220644,memo42198
42206,user42206,09065693234,09050166858,09098604222,09099709637,memo42206
42213,user42213,09023814262,09039919132,09029358384,09045616443,memo42213
42214,user42214,09031993314,09021674232,09058348753,09005968549,memo42214
42319,user42319,09077009432,09008072046,09094960382,09075234350,memo42319
42504,user42504,09032921228,09070600270,09051333102,09041016348,memo42504
42528,user42528,09018319597,09051558864,09000881279,09000458088,memo42528
42551,user42551,09076793136,09036900563,09072812739,09005942761,memo42551
42730,user42730,09030491022,09089893136,09009551761,09042564971,memo42730
42776,user42776,09016535598,09000801467,09089915826,09062535966,memo42776
42828,user42828,09095962863,09098046481,09091666652,09064656060,memo42828
42829,user42829,09076269156,09095866373,09045601741,09038413512,memo42829
42850,user42850,09007770240,09080322269,09059351379,09062114484,memo42850
42864,user42864,09047043917,09087053507,09069252035,09034054088,memo42864
42867,user42867,09015933023,09043484003,09052409310,09071081490,memo42867
42946,user42946,09008682689,09035761371,09028916121,09023847074,memo42946
43017,user43017,09097673018,09026922693,09090616316,09047872735,memo43017
43076,user43076,09049797987,09067853171,09079232670,09091590636,memo43076
43162,user43162,09075028571,09095396565,09070052385,09050369868,memo43162
43286,user43286,09044525224,09032478059,09090536098,09066172207,memo43286
43291,user43291,09074992837,09007619305,09045120160,09065888697,memo43291
43549,user43549,09011950872,09059650753,09017136134,09092175041,memo43549
43630,user43630,09024988049,09054773417,09080765044,09006245470,memo43630
43661,user43661,09005819232,09098243630,09090103649,09044010326,memo43661
43807,user43807,09087860035,09042708724,09034287470,09002694027,memo43807
43820,user43820,09015276431,09079779015,09021874615,09026901046,memo43820
43871,user43871,09062762676,09062429996,09081264012,09003300734,memo43871
43922,user43922,09020452132,09072261431,09092433652,09000358007,memo43922
44004,user44004,09003898338,09069258956,09043456683,09039157922,memo44004
44061,user44061,09004458998,09014269663,09048739769,09063510214,memo44061
44081,user44081,09068043710,09079835474,09051188801,09072786630,memo44081
44113,user44113,09069697737,09073769407,09038863053,09091492485,memo44113
44151,user44151,09086870647,09012763661,09034270767,09099476930,memo44151
44166,user44166,09075598257,09041404122,09065172869,09015794724,memo44166
44239,user44239,09052371495,09074885531,09056763632,09035493850,memo44239
44252,user44252,09083147168,09069542628,09062839285,09089054956,memo44252
44323,user44323,09074990663,09026656030,09076393635,09071402923,memo44323
44351,user44351,09067313054,09070268688,09081084336,09066180466,memo44351
44400,user44400,09017229392,09017760052,09013348838,09097947672,memo44400
44609,user44609,09058908323,09023898498,09039406753,09085575164,memo44609
44620,user44620,09016857175,09065412663,09013873555,09078910566,memo44620
44668,user44668,09079840166,09074478005,09028937094,09030713935,memo44668
44744,user44744,09098062086,09060003436,09047388011,09030704726,memo44744
44831,user44831,09071867635,09065769498,09049361944,09020008064,memo44831
44888,user44888,09055203034,09060790125,09042252052,09000720382,memo44888
44893,user44893,09099354271,09068245781,09099171724,09035728520,memo44893
44902,user44902,09058306489,09039713732,09070252886,09077598422,memo44902
44941,user44941,09081265905,09043770863,09083230058,09032345742,memo44941
44965,user44965,09000220726,09036339680,09050345510,09048649485,memo44965
45141,user45141,09052624638,09024950611,09073671025,09041025149,memo45141
45158,user45158,09005671436,09051980010,09033906541,09096557791,memo45158
45163,user45163,09058404948,09014739934,09034992147,09002563868,memo45163
45229,user45229,09025772946,09088458980,09012820800,09012521086,memo45229
45414,user45414,09040677470,09081752583,09028981987,09050250569,memo45414
45423,user45423,09097242136,09055775357,09009085712,09082010352,memo45423
45521,user45521,09038424003,09022174909,09015802496,09052036767,memo45521
45602,user45602,09064260867,09034282257,09081469629,09081917616,memo45602
45648,user45648,09050594001,09008061079,09098693849,09000204635,memo45648
45660,user45660,09026246430,09070069915,09043709773,09075925371,memo45660
45684,user45684,09015540079,09008828842,09014001667,09063172726,memo45684
45687,user45687,09001076411,09088497893,09015086207,09075434889,memo45687
45695,user45695,09027287439,09047164450,09077066679,09028875689,memo45695
45706,user45706,09035761371,09044416744,09085662799,09082441306,memo45706
45747,user45747,09012653027,09004095171,09038839406,09031922825,memo45747
45769,user45769,09058767933,09035938521,09016985628,09039272418,memo45769
45817,user45817,09089424279,09017855570,09024726422,09006956588,memo45817
45952,user45952,09029838334,09006563287,09050789546,09096959195,memo45952
45971,user45971,09082055454,09009097182,09069448678,09056117504,memo45971
46030,user46030,09061176814,09090541830,09020630910,09011206695,memo46030
46096,user46096,09080704541,09025895518,09051607298,09063501259,memo46096
46317,user46317,09096422751,09065436988,09014179775,09015324183,memo46317
46421,user46421,09054052389,09096153518,09049785298,09069959711,memo46421
46504,user46504,09079926055,09051747096,09091953529,09026131371,memo46504
46512,user46512,09031579758,09084542072,09015996131,09089660938,memo46512
46652,user46652,09099947886,09030981413,09054123233,09009384829,memo46652
46804,user46804,09062809571,09099550157,09000325883,09092492891,memo46804
46830,user46830,09071650767,09049489650,09024580643,09068018797,memo46830
46844,user46844,09044831728,09019655933,09034119987,09048711769,memo46844
46852,user46852,09075830308,09076489454,09037835727,09047297246,memo46852
46885,user46885,09096467346,09091457807,09076036495,09030551966,memo46885
46933,user46933,09007204922,09053584222,09098477398,09020302577,memo46933
47053,user47053,09038874252,09020140855,09095295837,09042734180,memo47053
47091,user47091,09045743641,09016997202,09015596494,09039090776,memo47091
47113,user47113,09048112436,09051074436,09089123539,09000960672,memo47113
47147,user47147,09046711509,09019589327,09098572472,09011502828,memo47147
47148,user47148,09067666190,09061983766,09033877543,09068130467,memo47148
47158,user47158,09097503016,09013454868,09099558579,09099354428,memo47158
47231,user47231,09092157095,09074206536,09032842213,09099716525,memo47231
47327,user47327,09035728520,09086032751,09044897460,09008757846,memo47327
47343,user47343,09047387150,09005621618,09064934354,09037826053,memo47343
47361,user47361,09049751180,09050820367,09021817679,09027761191,memo47361
47428,user47428,09019399237,09058518047,09027833433,09070391609,memo47428
47460,user47460,09049952001,09088817363,09028228021,09093857376,memo47460
47614,user47614,09017733189,09042496260,09057573011,09012191018,memo47614
47714,user47714,09050228695,09043055195,09089260025,09060198518,memo47714
47768,user47768,09079946721,09046780112,09017551632,09004745976,memo47768
47801,user47801,09066082423,09095236856,09004173251,09053398409,memo47801
47809,user47809,09044283146,09092486541,09008306528,09067125906,memo47809
47825,user47825,09087303229,09072504329,09062762577,09024166271,memo47825
47909,user47909,09059663626,09067214518,09042827502,09039874976,memo47909
48007,user48007,09042737301,09090278728,09085783477,09032698033,memo48007
48027,user48027,09048619811,09098243630,09037758008,09007323647,memo48027
48029,user48029,09099865862,09037510078,09084275107,09000400081,memo48029
48207,user48207,09044507621,09031366695,09041096301,09078735060,memo48207
48247,user48247,09037040886,09098551180,09068536131,09038459815,memo48247
48277,user48277,09055757128,09020076455,09017072496,09093857915,memo48277
48424,user48424,09095297978,09014553406,09041839950,09080239817,memo48424
48536,user48536,09056076077,09068833729,09044284790,09072311985,memo48536
48568,user48568,09085748795,09064698695,09055495619,09094333693,memo48568
48602,user48602,09011025973,09093938521,09086928871,09024726422,memo48602
48615,user48615,09051106429,09032757448,09003935418,09094622661,memo48615
48644,user48644,09037843359,09021196899,09076013216,09098937651,memo48644
48661,user48661,09090204612,09032050847,09033189708,09011812685,memo48661
48731,user48731,09000536828,09043450230,09056729048,09014164149,memo48731
48840,user48840,09073833064,09036489816,09068472554,09002295580,memo48840
48865,user48865,09062949268,09051437322,09092409583,09088273769,memo48865
48876,user48876,09051339253,09078728217,09037541500,09073433097,memo48876
48926,user48926,09094754631,09080781711,09073287066,09085699995,memo48926
48978,user48978,09039965237,09088150629,09039439660,09050225594,memo48978
49106,user49106,09015791445,09039494487,09010932796,09005568203,memo49106
49166,user49166,09063157610,09012457038,09083487493,09079233059,memo49166
49309,user49309,09041873626,09076615976,09020847960,09013410897,memo49309
49363,user49363,09060297540,09086130405,09093160710,09052084566,memo49363
49442,user49442,09059163733,09012566784,09030968999,09080701433,memo49442
49535,user49535,09053222423,09098624400,09021177079,09072766930,memo49535
49606,user49606,09050680635,09037337793,09056684280,09021124782,memo49606
49675,user49675,09024181080,09014080559,09088224864,09097605310,memo49675
49699,user49699,09090935873,09087239513,09040547481,09053450309,memo49699
49707,user49707,09093488276,09001455993,09027347158,09016009378,memo49707
49820,user49820,09014915895,09096388395,09010218950,09007625807,memo49820
49823,user49823,09071643255,09050007443,09016089032,09005269543,memo49823
49829,user49829,09074760441,09056493347,09023267748,09008841149,memo49829
49856,user49856,09073882550,09037729052,09097843791,09079845003,memo49856
50083,user50083,09078509317,09090272101,09035640228,09086012463,memo50083
50206,user50206,09001906229,09058635553,09062789069,09077154153,memo50206
50222,user50222,09090633056,09038631399,09052410402,09099644316,memo50222
50374,user50374,09081525242,09098752660,09001733518,09012748166,memo50374
50607,user50607,09085966268,09005968549,09015982633,09076267272,memo50607
50637,user50637,09090000441,09055838403,09017723179,09009709223,memo50637
50686,user50686,09073846940,09061465461,09084906956,09042466076,memo50686
50699,user50699,09057774282,09078538299,09011150414,09015575717,memo50699
50803,user50803,09099609830,09039909205,09045613590,09058037695,memo50803
50814,user50814,09086861363,09082207377,09044749815,09096928753,memo50814
50883,user50883,09080660747,09076794984,09032515258,09081499852,memo50883
50900,user50900,09061428373,09072620384,09006631057,09019251148,memo50900
51005,user51005,09091492485,09054577774,09087007724,09025914493,memo51005
51081,user51081,09038206738,09062698739,09012826192,09051391191,memo51081
51142,user51142,09029320382,09009870818,09041389329,09064370587,memo51142
51220,user51220,09037319764,09004609291,09097055559,09030392015,memo51220
51339,user51339,09073943102,09074709613,09079850713,09093160710,memo51339
51363,user51363,09053225844,09043538364,09032075664,09009404446,memo51363
51449,user51449,09034113574,09025057755,09067933338,09066124295,memo51449
51460,user51460,09084063084,09020557952,09061795362,09071514330,memo51460
51529,user51529,09071176134,09056144761,09081529829,09041231287,memo51529
51574,user51574,09029145130,09051677472,09007844863,09058718950,memo51574
51585,user51585,09033676341,09014899497,09054655943,09091976192,memo51585
51654,user51654,09003324415,09035474956,09019306934,09073361494,memo51654
51682,user51682,09047989751,09014007568,09029553197,09000813385,memo51682
51720,user51720,09053704467,09088051734,09075379989,09097514252,memo51720
51759,user51759,09083317088,09097736883,09072193239,09092295345,memo51759
51923,user51923,09050484593,09083470712,09037432307,09071480701,memo51923
52029,user52029,09050712442,09052214317,09059475032,09059767693,memo52029
52073,user52073,09075514448,09019997871,09048635182,09062052640,memo52073
52134,user52134,09025395539,09068133918,09056869676,09068747154,memo52134
52148,user52148,09095677288,09032490320,09042768859,09069799703,memo52148
52318,user52318,09042761904,09067321044,09027515985,09056275586,memo52318
52402,user52402,09012441232,09068740922,09065635095,09065651382,memo52402
52410,user52410,09011641544,09083239637,09091110188,09020557148,memo52410
52458,user52458,09020906684,09015176233,09023740262,09012236857,memo52458
52498,user52498,09034858428,09001383764,09046874534,09096047414,memo52498
52654,user52654,09094754631,09017455558,09031747229,09017983001,memo52654
52739,user52739,09009845155,09019888490,09021196899,09042059552,memo52739
52869,user52869,09062857092,09029894437,09069044907,09086227151,memo52869
52979,user52979,09013060955,09073500989,09062053524,09056763632,memo52979
53161,user53161,09039797543,09089575370,09003332263,09091550716,memo53161
53175,user53175,09067793496,09074487576,09015713323,09084432827,memo53175
53345,user53345,09027538949,09083146145,09075338204,09092028189,memo53345
53369,user53369,09026919860,09036935752,09059955544,09077116595,memo53369
53521,user53521,09036939543,09088857724,09004942838,09057175064,memo53521
53538,user53538,09013205562,09094389725,09060435181,09079294555,memo53538
53697,user53697,09095015429,09084469125,09034444854,09024732145,memo53697
53703,user53703,09004010466,09086097229,09015598485,09006682841,memo53703
53760,user53760,09066797860,09025875095,09049848714,09081525242,memo53760
53908,user53908,09049533643,09006619222,09065220428,09010599491,memo53908
53969,user53969,09045565050,09012541471,09019023296,09004234457,memo53969
53996,user53996,09003455416,09095452718,09048159564,09038304045,memo53996
54035,user54035,09022631019,09016110322,09018570226,09099670543,memo54035
54202,user54202,09018684758,09033149660,09037253392,09069115753,memo54202
54312,user54312,09000925878,09026720069,09097485785,09076123663,memo54312
